date,time,city,Area,reporters occupation,description,country
06-Feb-99,22:45,Hadleigh,,,Boomerang shaped craft. Red flashing light on the front and a white consistent light on each side. Was hovering.,Suffolk
07-Feb-99,18:50,Brighton,,,One diamond shaped object. Had white/blue colours on it. Was very bright. Was hovering and moved up and down too.,East Sussex
07-Feb-99,18:20,Winchester,,,One indistinct shaped object that was white and very bright.,Hampshire
07-Feb-99,22:45,West Hampstead,,,A silver ball of light. It darted around and was very fast.,London
07-Feb-99,22:25,M53/Hopsford,,,"Circular object, the colour of a green traffic light. It moved in a steady, straight line.",Warwickshire
09-Feb-99,20:06,Wandsworth,,,One object that was hovering.,London
10-Feb-99,02:45,Swansea,,Retired Air Traffic Controller,"A single blue and red object. Very bright. It made an S pattern in the sky, when finished, moved North East.",West Glamorgan
11-Feb-99,18:45,Caernarvon,,,"Single aircraft/object, that had rotors. It had blue, red and white strobes.",Gwynedd
11-Feb-99,19:50,Near Ambury,,,One oval spot light.,Worcestershire
12-Feb-99,21:00,Wakefield,,,"Single object, rectangular, like a fire ball, with a red centre and an orange or yellow aura.",West Yorkshire
14-Feb-99,05:30,Hastings,,,A UFO that looked like a helicopter? It hovered and then shot off into the distance. It had red flashing lights!,E Sussex
14-Feb-99,23:00,Brook,,,Three or four lights linked by a green lattice.,Surrey
15-Feb-99,10:25,Prestwick,,,"Primary radar contact, ten miles wide. Object was travelling very quickly.",Ayrshire
15-Feb-99,07:50,Didlington,,,"A 'Hub-cap on it's side' shape, which was a very bright orange/yellow colour.",Norfolk
17-Feb-99,07:00,Canning Town,,,"Two large objects that changed from a water drop shape, to a 'U' shape then separated into squiggly lines. Very bright orange/yellow colour.",London
20-Feb-99,19:00,East Horsley,,,"Eight small circles forming one large circle, which was green in colour.",Surrey
20-Feb-99,07:20,Burt,,,One exceedingly bright white light approximately 10 metres in diameter. Appeared to be disc shaped.,Lancashire
21-Feb-99,18:45,Humber Bridge/Hull,,,"The object looked like a dull orange ball, the size of a tennis ball. It made a jig movement.",East Yorkshire
22-Feb-99,,Glasgow,,,A silver ball was hovering for a few seconds and then shot off.,Glasgow
22-Feb-99,20:20,Pickering,,,"Two objects diagonally above one another, initially blue in colour, they disappeared for a few minutes and reappeared orange in colour.",North Yorkshire
22-Feb-99,23:45,Halifax,,,"One quite big, round shadowy object with bright lights. There was a droning sound.",West Yorkshire
22-Feb-99,18:00,Birkenhead,,,"Two lights in the sky, one bigger than the other.",Merseyside
22-Feb-99,18:45,Ilkley,,,"Two very large round, white objects. They were very bright. Were drifting across the sky in a Westerly direction.",West Yorkshire
22-Feb-99,18:15,Great Missenden,,,"Three very large round, white objects. Extremely bright. Stationary, but then moved away very quickly.",Buckinghamshire
22-Feb-99,18:40,Skipton,,,"Two very large round, white objects. One larger than the other. They were very bright. Just stayed stationary.",North Yorkshire
22-Feb-99,19:13,Bradford,,,"Two very large round, white objects. Very bright. Were stationary and then moved West.",West Yorkshire
22-Feb-99,19:30,Leeds,,,"Two very large round, white objects. Very bright.",West Yorkshire
22-Feb-99,20:20,Minard,,,"Stationary lights, that then disappeared and then reappeared.",North Argyll
22-Feb-99,19:40,West of Glasgow Airport,,,"Two bright stationary lights, low on the horizon. The lower one was brighter. They were stationary in the sky for 30 minutes.",Strathclyde
Date,Time,Town / Village,,Occupation of reporter (where known),Brief Description of sighting,County
22-Feb-99,18:30,Kings Langley,,,Two static lights that were very bright and large. No movement at all.,Hertfordshire
22-Feb-99,18:50,Wraysbury,,,"Two very large, white objects that were very bright. One was larger than the other.",Middlesex
22-Feb-99,19:45,Weston-super-Mare,,,"Two large round, white objects. Very bright light. The objects remained stationary for about 15 minutes.",Somerset
22-Feb-99,19:30,Bristol,,,"Two large round, white objects. Very bright. Were slowly moving West and lowering.",Somerset
22-Feb-99,18:50,St Monans,,,"Bright light, pale blue and purple in the centre.",Fife
22-Feb-99,20:09,Derby,,Police Officer,"Two large round, white/yellow lights.",Derbyshire
22-Feb-99,18:40,Glenrothes,,,Two bright lights that were approximately one degree apart.,Fife
22-Feb-99,19:00,Bolton,,,Two objects. Top one had a pale white light. The bottom one had a red/green light. They glided along the sky.,Greater Manchester
23-Feb-99,19:00,Burnley,,,Disc with lights. Was hovering.,Lancashire
24-Feb-99,19:00,Chingford,,,Looked like Saturn - had a ring around it. Had lots of flashing lights. Could have been an advertising balloon.,Essex
25-Feb-99,22:10,Barnard Castle,,,Bright yellow object. The object was moving from South to North.,County Durham
28-Feb-99,22:00,"A68, Corbridge",,,"Approx. size of ten football pitches, shaped like an arrowhead. Moving towards and upwards.",Northumberland
04-Mar-99,21:15,Lichfield,,,White lights.,Staffordshire
05-Mar-99,21:00,"M60, Manchester",,,Rectangle/yellow light.,Greater Manchester
05-Mar-99,22:30,Falkirk,,,"One dozen objects. Red, green, blue and white colours. The objects were stationary and revolving.",Stirlingshire
06-Mar-99,01:15,Worthing,,,Black ball shaped object. Also looked metallic. Changed direction of travel from South to East. Quite fast.,West Sussex
07-Mar-99,,Ballykinler,,,"Lights seen at various times, after dark. The lights were triangle and diamond shaped. They were moving in different directions.",County Down
08-Mar-99,,Seaforde Village,,,Lights in a circle. They were spinning clockwise and oscillating.,County Down
09-Mar-99,18:30,Ammanford,,,Two dark grey objects. They then looked translucent. They were manoeuvring and then disappeared into the cloud.,Dyfed
09-Mar-99,10:10,Newton Abbot,,,"One large circle, not constant, as it changed. Yellow and very bright. The object was moving very slowly.",Devon
10-Mar-99,20:30,Broughton/Scunthorpe,,,"Bright star shaped light, about the size of a hot air balloon. Object was still, then dropped in height below tree line.",Lincolnshire
10-Mar-99,10:30,Bangor,,,Flashing lights that were various colours. Shape unknown. Moving West.,Gwynedd
10-Mar-99,20:05,Chelsea - Football Club,,Police Officer,Four yellow lights. Changed from square to diamond shape. The object was travelling from East to West.,London
11-Mar-99,05:10,Newcastle Emlyn,,,"One, large, round white light. Very bright. Moving from West to East.",Carmarthenshire
13-Mar-99,21:25,Cardiff and Pontypridd,,,"Cardiff - Set of one red, blue and yellow lights in a straight line. Very bright. Pontypridd - one set of bright white lights in a triangle.",South Glamorgan
14-Mar-99,23:25,Penheridge,,,"Low flying, hovering, silent aircraft.",Staffordshire
17-Mar-99,23:30,Shavington/Crewe,,,"One star sized object, brighter than a star. Stationary at first and then moved Westward.",Cheshire
18-Mar-99,21:40,Bebbington,,,Two round objects. They had a faint red glow. One reversed on itself and then travelled North to join the other one.,Merseyside
20-Mar-99,00:50,Frankwell/Shrewsbury,,,A triangle of lights that went across the witness with no sound. They were travelling from North to South at a fast speed.,Shropshire
24-Mar-99,21:25,Falkirk,,,"Large, glowing object, brighter than a starry glow and bigger than a star. Appeared to have a 'line' through it.",Stirlingshire
25-Mar-99,21:30,Strathmiglo,,,"One bright, white light. Object was static to the South.",Fife
26-Mar-99,20:45,Carshalton,,,"One large, round object. White and very bright. Was travelling North West.",Surrey
26-Mar-99,20:40,Alford,,,"One large, round object. White and very bright. Was travelling North West.",Hampshire
27-Mar-99,21:00,Kilmarnock,,,Bright light.,Ayrshire
29-Mar-99,21:00,Tranent,,,"Star shape - coloured red, green and blue.",East Lothian
29-Mar-99,23:05,Newburgh,,,Triangular UFO weaving from side to side and changing colour over Newburgh for two hours.,Fife
29-Mar-99,21:30,Ardross,,,"One object, four times larger than Venus. Halogen coloured. Brighter than Venus.",Ross Shire
30-Mar-99,21:35,Ardross,,,"One object, four times larger than Venus. Halogen coloured. Brighter than Venus. Was stationary for quite a while.",Ross Shire
01-Apr-99,02:05,Llandovery,,,One capsule. Blue and silver at rear.,Dyfed
06-Apr-99,14:45,"M2, Faversham",,,Lots of swirly white lights. 40-50 ft wide. Circular and very bright. Transparent like a jellyfish. Lights were coming and going.,Kent
10-Apr-99,,Wem nr Shrewsbury,,Pilot,One large circular object with bottom missing.,Shropshire
10-Apr-99,10:30,Withernsea,,,"Irregular pattern of lights - coloured white, blue, yellow and red.",Humberside
13-Apr-99,21:15,East Belfast,,,"Very bright point light - source light flashing white, with four quick flashes then a gap. Object climbed rapidly in 30 seconds.",Northern Ireland
14-Apr-99,11:18,Lewes,,,"Five circular objects. Green, red and white in colour. Extremely bright. They were moving North.",East Sussex
15-Apr-99,02:19,Tooting,,,One circular object. White and bright.,London
22-Apr-99,,Dagenham,,,"Object as large as a saucer, painted with a fine brush. Flicking now and again.",Essex
29-Apr-99,16:00,,,,Circular shaped object. Too high to be a bird and too low to be a plane. Was travelling from East to West.,Mid-Glamorgan
29-Apr-99,21:27,Brockley,,,"Boomerang shaped object, silent. Moving in a North East direction.",London
01-May-99,21:25,Greenock,,,Five lights going into a centre and breaking away to a circle. They were circling.,Renfrewshire
04-May-99,22:15,Modbury,,,One haze of light with two tyre like spheres in the middle. Was white with a yellow haze and was very bright. Stationary at first.,Devon
16-May-99,00:15,Worcester,,,"One round object, very bright. Was yellow with a red flash.",Worcestershire
16-May-99,21:20,Poole,,,"Various rounded, orange/yellow objects. Very bright. Fourteen at once, down to three. Going Westerly.",Dorset
18-May-99,12:45,Elgin/Moray,,,"One object, balloon shaped. Had a bright white glow. Moved slowly to the left and then stayed stationary for a while.",Morayshire
19-May-99,08:21,Bexhill,,,A bright light hanging in the sky. Looked like it had bits trailing off of it. Appeared to be stationary.,East Sussex
22-May-99,22:00,Davyhulme,,,"Round and a dull orange. Was swaying, while moving upwards, and then changed direction as if guided.",Greater Manchester
23-May-99,23:00,Oakham,,,"Two large, yellow, bright lights. Didn't look like they were moving.",Leicestershire
24-May-99,20:45,Craigie Village,,,"Star shaped object with a tail above it. Was a yellow/white colour and very bright. Moving, but almost vertical. Then moved West.",Ayrshire
Date,Time,Town / Village,,Occupation of reporter (where known),Brief Description of sighting,County
26-May-99,21:25,Liverpool,,,"White light, very bright. Object approached slowly from the South, appeared to be stationary, before heading East and vanishing.",Merseyside
26-May-99,21:35,Swansea,,,"One object, white and very bright. Very high up and very fast.",West Glamorgan
29-May-99,22:30,Bonnybridge,,,"Very large, bright, star shaped object. Was low in the sky and hovering.",Stirlingshire
05-Jun-99,22:58,Brighton,,,"Very large circular set of lights in a tilted circle. Then split into two semi-circular arcs, then joined up again. White and very bright.",East Sussex
08-Jun-99,00:00,Marlborough,,Private Pilot,"One circular, red, yellow,  blue and green object. A strong brightness. It made sudden movements.",Wiltshire
